case,cores,candidate,operation,makespan,added_copy_bytes,cache_hit_rate,accepted
case_018,5,fifo_reuse_reorder,reuse_window_reorder,206528,5017608,0.5434316662128226,True
case_018,5,adaptive_partition_l2,adaptive_partition,213350,8990976,0.4781895096294707,False
case_019,1,baseline_a_problem2_plan,problem2_plan,81144,0,0.0,True
case_019,2,baseline_a_problem2_plan,problem2_plan,39408,30244,0.13064176420238702,True
case_019,2,direct_affinity,direct_affinity,40062,30248,0.13064050778995961,False
case_019,2,l2_scatter_0,l2_scatter,39408,30248,0.13064050778995961,False
case_019,2,l2_scatter_1,l2_scatter,45902,37924,0.12689278941812782,False
case_019,2,fifo_reuse_reorder,reuse_window_reorder,39412,30244,0.13064176420238702,False
case_019,2,adaptive_partition_l2,adaptive_partition,39671,33316,0.1296839050283063,False
case_019,3,baseline_a_problem2_plan,problem2_plan,27240,74824,0.15564815118606254,True
case_019,3,direct_affinity,direct_affinity,27582,66632,0.22664931424567022,False
case_019,3,private_cache_affinity,private_cache_affinity,27582,66632,0.22664931424567022,False
case_019,3,l2_scatter_0,l2_scatter,27339,74824,0.15564815118606254,False
case_019,3,l2_scatter_1,l2_scatter,27327,82504,0.21736486702723462,False
case_019,4,baseline_a_problem2_plan,problem2_plan,20966,224616,0.17130889044030911,True
case_019,4,direct_affinity,direct_affinity,21993,224616,0.17130889044030911,False
case_019,4,private_cache_affinity,private_cache_affinity,22581,241252,0.16712562017438276,False
case_019,4,l2_scatter_0,l2_scatter,21037,224616,0.17130889044030911,False
case_019,4,l2_scatter_1,l2_scatter,28750,205128,0.17455218318727353,False
case_019,4,fifo_reuse_reorder,reuse_window_reorder,21050,224616,0.17130889044030911,False
case_019,4,adaptive_partition_l2,adaptive_partition,21993,241256,0.1671246389065032,False
case_019,5,baseline_a_problem2_plan,problem2_plan,15947,207492,0.2587203042030974,True
case_019,5,private_cache_affinity,private_cache_affinity,17637,238180,0.24035813078379448,False
case_019,5,l2_scatter_1,l2_scatter,17072,195940,0.2544789214370016,False
case_019,5,adaptive_partition_l2,adaptive_partition,17637,238180,0.24035813078379448,False
case_020,1,baseline_a_problem2_plan,problem2_plan,532746,0,0.0,True
case_020,2,baseline_a_problem2_plan,problem2_plan,266580,0,0.0,True
case_020,2,adaptive_partition_l2,adaptive_partition,266580,0,0.0,False
case_020,3,baseline_a_problem2_plan,problem2_plan,177950,0,0.0,True
case_020,3,adaptive_partition_l2,adaptive_partition,177950,0,0.0,False
case_020,4,baseline_a_problem2_plan,problem2_plan,133704,0,0.0,True
case_020,4,adaptive_partition_l2,adaptive_partition,133704,0,0.0,False
case_020,5,baseline_a_problem2_plan,problem2_plan,107650,0,0.0,True
case_020,5,direct_affinity,direct_affinity,107650,0,0.0,False
case_020,5,adaptive_partition_l2,adaptive_partition,107650,0,0.0,False
case_021,1,baseline_a_problem2_plan,problem2_plan,6558837,4501504,0.5005973715651135,True
case_021,2,baseline_a_problem2_plan,problem2_plan,3193640,4091904,0.0,True
case_021,2,direct_affinity,direct_affinity,3190966,4091904,0.29120443740095087,True
case_021,2,private_cache_affinity,private_cache_affinity,3446527,4722688,0.1827956989247312,False
case_021,2,l2_scatter_0,l2_scatter,3148081,5115904,0.25,True
case_021,2,adaptive_partition_l2,adaptive_partition,3541105,40824832,0.004817987152034261,False
case_021,3,baseline_a_problem2_plan,problem2_plan,2119212,8863744,0.5474670072371222,True
case_021,3,direct_affinity,direct_affinity,2121617,8863744,0.5527884206045126,False
case_021,3,private_cache_affinity,private_cache_affinity,2279357,7938048,0.39320843091334895,False
case_021,3,l2_scatter_0,l2_scatter,2165567,9711616,0.5409672262190248,False
case_021,3,fifo_reuse_reorder,reuse_window_reorder,2122211,9711616,0.5434173669467787,False
case_021,3,adaptive_partition_l2,adaptive_partition,2289923,39886848,0.025438910784664995,False
case_021,4,baseline_a_problem2_plan,problem2_plan,1552549,5591040,0.31329113924050633,True
case_021,4,direct_affinity,direct_affinity,1557868,5591040,0.42651469706058787,False
case_021,4,private_cache_affinity,private_cache_affinity,1556309,5701632,0.46540508574807804,False
case_021,4,l2_scatter_0,l2_scatter,1554197,5591040,0.38734177215189874,False
case_021,4,adaptive_partition_l2,adaptive_partition,1757811,38813696,0.02986965966690804,False
case_021,5,baseline_a_problem2_plan,problem2_plan,1248738,11030528,0.622093023255814,True
case_021,5,direct_affinity,direct_affinity,1249380,11431936,0.5699643493761141,False
case_021,5,private_cache_affinity,private_cache_affinity,1241164,7526400,0.5396891191709845,True
case_021,5,l2_scatter_0,l2_scatter,1251087,11673600,0.6845255474452555,False
case_021,5,adaptive_partition_l2,adaptive_partition,1433666,45924352,0.21196111580726965,False
case_022,1,baseline_a_problem2_plan,problem2_plan,56780,0,0.0,True
case_022,2,baseline_a_problem2_plan,problem2_plan,28318,37648,0.1498208456087268,True
case_022,2,private_cache_affinity,private_cache_affinity,28318,37648,0.1498208456087268,False
case_022,2,l2_scatter_0,l2_scatter,30312,40728,0.16009061733056448,False
case_022,2,l2_scatter_1,l2_scatter,29936,12296,0.05441212937050551,False
case_022,2,fifo_reuse_reorder,reuse_window_reorder,28318,37648,0.1498208456087268,False
case_022,2,adaptive_partition_l2,adaptive_partition,28356,43812,0.17011354892862973,False
case_022,3,baseline_a_problem2_plan,problem2_plan,18899,23064,0.09739974301751539,True
case_022,3,direct_affinity,direct_affinity,18951,23064,0.09739974301751539,False
case_022,3,private_cache_affinity,private_cache_affinity,19160,50720,0.19182270931411877,False
case_022,3,l2_scatter_0,l2_scatter,18899,23064,0.09739974301751539,False
case_022,3,l2_scatter_1,l2_scatter,21092,36640,0.1463519930925313,False
case_022,3,adaptive_partition_l2,adaptive_partition,19045,91716,0.20386514239816092,False
case_022,4,baseline_a_problem2_plan,problem2_plan,14372,49968,0.18947640084407402,True
case_022,4,private_cache_affinity,private_cache_affinity,14374,46892,0.17990092546369188,False
case_022,4,l2_scatter_0,l2_scatter,16305,53048,0.19881452581032413,False
case_022,4,l2_scatter_1,l2_scatter,16494,52020,0.19572634766169303,False
case_022,4,fifo_reuse_reorder,reuse_window_reorder,15495,49968,0.18947640084407402,False
case_022,4,adaptive_partition_l2,adaptive_partition,14920,215668,0.25270167775667957,False
case_022,5,baseline_a_problem2_plan,problem2_plan,11525,20736,0.08851098704092608,True
case_022,5,direct_affinity,direct_affinity,11578,20736,0.08851098704092608,False
case_022,5,l2_scatter_0,l2_scatter,11476,20736,0.08851098704092608,True
case_022,5,l2_scatter_1,l2_scatter,14721,20736,0.08851098704092608,False
case_022,5,adaptive_partition_l2,adaptive_partition,12839,166064,0.36667107277794303,False
case_023,1,baseline_a_problem2_plan,problem2_plan,122614,0,0.0,True
case_023,2,baseline_a_problem2_plan,problem2_plan,59738,131360,0.21939984253258898,True
case_023,2,direct_affinity,direct_affinity,59814,132384,0.136818154388979,False
case_023,2,private_cache_affinity,private_cache_affinity,59594,148908,0.1613926669793362,True
case_023,2,l2_scatter_0,l2_scatter,60265,131360,0.0005130159996864902,False
case_023,2,l2_scatter_1,l2_scatter,61353,82208,0.1444964606019905,False
case_023,2,adaptive_partition_l2,adaptive_partition,62231,154404,0.12928190011186233,False
case_023,3,baseline_a_problem2_plan,problem2_plan,40728,228948,0.08986845395278491,True
case_023,3,direct_affinity,direct_affinity,41072,226900,0.08701769841124182,False
case_023,3,private_cache_affinity,private_cache_affinity,41072,226900,0.08701769841124182,False
case_023,3,l2_scatter_0,l2_scatter,40728,228948,0.08986845395278491,False
case_023,3,l2_scatter_1,l2_scatter,42997,106068,0.07984810848536243,False
case_023,3,fifo_reuse_reorder,reuse_window_reorder,40728,228948,0.08986845395278491,False
case_023,3,adaptive_partition_l2,adaptive_partition,46654,370412,0.09315464671225218,False
case_023,4,baseline_a_problem2_plan,problem2_plan,32086,331480,0.03516256739670294,True
case_023,4,private_cache_affinity,private_cache_affinity,32828,377052,0.049018093443315106,False
case_023,4,l2_scatter_0,l2_scatter,33631,328408,0.10671645644617296,False
case_023,4,l2_scatter_1,l2_scatter,32991,343256,0.050713353239168334,False
case_023,4,fifo_reuse_reorder,reuse_window_reorder,32086,331480,0.03516256739670294,False
case_023,4,adaptive_partition_l2,adaptive_partition,32930,424688,0.19102857850183272,False
case_023,5,baseline_a_problem2_plan,problem2_plan,25352,355680,0.12788686617574765,True
case_023,5,direct_affinity,direct_affinity,27185,330528,0.0994050328797619,False
case_023,5,private_cache_affinity,private_cache_affinity,27247,330528,0.0994050328797619,False
case_023,5,l2_scatter_0,l2_scatter,28862,331104,0.19701874002455896,False
case_023,5,l2_scatter_1,l2_scatter,30580,331104,0.19701874002455896,False
case_023,5,fifo_reuse_reorder,reuse_window_reorder,26091,355680,0.22215146829955398,False
case_023,5,adaptive_partition_l2,adaptive_partition,26167,647412,0.15555784264536243,False
case_024,1,baseline_a_problem2_plan,problem2_plan,2555343,0,0.0,True
case_024,2,baseline_a_problem2_plan,problem2_plan,1546201,396024,0.49910895160921814,True
case_024,2,direct_affinity,direct_affinity,1547142,396052,0.4991000825030145,False
case_024,2,l2_scatter_0,l2_scatter,1543307,396032,0.49910641754671,True
case_024,2,l2_scatter_1,l2_scatter,1543307,396032,0.49910641754671,False
case_024,2,adaptive_partition_l2,adaptive_partition,1547842,396036,0.4991051505251053,False
case_024,3,baseline_a_problem2_plan,problem2_plan,1280476,396456,0.49922593940501386,True
case_024,3,direct_affinity,direct_affinity,1340841,724044,0.6462911607746266,False
case_024,3,l2_scatter_0,l2_scatter,1276684,396464,0.499223405443268,True
case_024,3,l2_scatter_1,l2_scatter,1283873,429240,0.5192123075723538,False
case_024,3,adaptive_partition_l2,adaptive_partition,1341106,724044,0.6462911607746266,False
case_024,4,baseline_a_problem2_plan,problem2_plan,1120896,495932,0.5546247668956933,True
case_024,4,direct_affinity,direct_affinity,1167490,1085616,0.7325204375172683,False
case_024,4,private_cache_affinity,private_cache_affinity,1167490,1085616,0.7325204375172683,False
case_024,4,l2_scatter_0,l2_scatter,1116704,561476,0.5852667032027902,True
case_024,4,l2_scatter_1,l2_scatter,1116970,561488,0.5852630164369524,False
case_024,4,adaptive_partition_l2,adaptive_partition,1167490,1085616,0.7325204375172683,False
case_024,5,baseline_a_problem2_plan,problem2_plan,864606,332512,0.45385670360784836,True
case_024,5,direct_affinity,direct_affinity,944672,823912,0.6748114049385399,False
case_024,5,private_cache_affinity,private_cache_affinity,944672,823912,0.6748114049385399,False
case_024,5,l2_scatter_0,l2_scatter,862910,332516,0.4085528553297738,True
case_024,5,l2_scatter_1,l2_scatter,861731,365292,0.4341834129979923,True
case_024,5,adaptive_partition_l2,adaptive_partition,944806,823912,0.6748114049385399,False
case_025,1,baseline_a_problem2_plan,problem2_plan,4863026,0,0.0,True
case_025,2,baseline_a_problem2_plan,problem2_plan,2431840,27648,0.0,True
case_025,3,baseline_a_problem2_plan,problem2_plan,1622164,55296,0.0,True
case_025,4,baseline_a_problem2_plan,problem2_plan,1217444,82944,0.0,True
case_025,5,baseline_a_problem2_plan,problem2_plan,975282,110592,0.0,True
case_026,1,baseline_a_problem2_plan,problem2_plan,99203,0,0.0,True
case_026,2,baseline_a_problem2_plan,problem2_plan,49119,169436,0.25731733252316574,True
case_026,2,direct_affinity,direct_affinity,61291,245856,0.3328183118741059,False
case_026,2,private_cache_affinity,private_cache_affinity,61434,213088,0.3016392320396131,False
case_026,2,l2_scatter_0,l2_scatter,76652,169436,0.25731733252316574,False
case_026,2,l2_scatter_1,l2_scatter,71103,169436,0.25731733252316574,False
case_026,2,fifo_reuse_reorder,reuse_window_reorder,76586,169436,0.25731733252316574,False
case_026,2,adaptive_partition_l2,adaptive_partition,50988,336160,0.3385069055428963,False
case_026,3,baseline_a_problem2_plan,problem2_plan,35758,484280,0.39551397344397987,True
case_026,3,direct_affinity,direct_affinity,38247,431196,0.4405395952592829,False
case_026,3,private_cache_affinity,private_cache_affinity,38009,444276,0.4430946291560102,False
case_026,3,l2_scatter_0,l2_scatter,36883,467896,0.3848147003589512,False
case_026,3,l2_scatter_1,l2_scatter,37665,467892,0.3848155319663912,False
case_026,3,fifo_reuse_reorder,reuse_window_reorder,37306,484280,0.3955160969063277,False
case_026,3,adaptive_partition_l2,adaptive_partition,35613,612992,0.43039908118380465,True
case_026,4,baseline_a_problem2_plan,problem2_plan,25696,471672,0.30310490386476474,True
case_026,4,direct_affinity,direct_affinity,28910,444704,0.2840849853882,False
case_026,4,private_cache_affinity,private_cache_affinity,28540,362908,0.2058739919505663,False
case_026,4,l2_scatter_0,l2_scatter,33226,471664,0.31702909188180567,False
case_026,4,l2_scatter_1,l2_scatter,33226,471664,0.31702909188180567,False
case_026,4,fifo_reuse_reorder,reuse_window_reorder,31618,471672,0.3170277129578684,False
case_026,4,adaptive_partition_l2,adaptive_partition,32556,804728,0.4721291796226981,False
case_026,5,baseline_a_problem2_plan,problem2_plan,22583,517176,0.30687784560863607,True
case_026,5,direct_affinity,direct_affinity,29135,652996,0.3081477891169444,False
case_026,5,private_cache_affinity,private_cache_affinity,26993,585768,0.3002129561629432,False
case_026,5,l2_scatter_0,l2_scatter,28137,533560,0.27861322918205705,False
case_026,5,l2_scatter_1,l2_scatter,27883,533560,0.27861322918205705,False
case_026,5,fifo_reuse_reorder,reuse_window_reorder,28000,517176,0.2657332598115605,False
case_026,5,adaptive_partition_l2,adaptive_partition,27201,1083712,0.5368030469884335,False
case_027,1,baseline_a_problem2_plan,problem2_plan,2359515,1400832,0.2689393939393939,True
case_027,2,baseline_a_problem2_plan,problem2_plan,1115722,1105920,0.0,True
case_027,2,direct_affinity,direct_affinity,1115722,2398208,0.3174958077138066,False
case_027,2,private_cache_affinity,private_cache_affinity,1130512,2619392,0.3368926855312333,False
case_027,2,l2_scatter_0,l2_scatter,1155765,1216512,0.3562753036437247,False
case_027,2,fifo_reuse_reorder,reuse_window_reorder,1115722,1105920,0.14166666666666666,False
case_027,2,adaptive_partition_l2,adaptive_partition,1115722,4583424,0.044854881266490766,False
case_027,3,baseline_a_problem2_plan,problem2_plan,747470,8501248,0.29723567968082076,True
case_027,3,direct_affinity,direct_affinity,747470,10137600,0.38231098430813126,False
case_027,3,l2_scatter_0,l2_scatter,747265,8501248,0.29353092049016816,True
case_027,3,l2_scatter_1,l2_scatter,747265,8521728,0.29553850525717534,False
case_027,3,fifo_reuse_reorder,reuse_window_reorder,747470,8501248,0.2727272727272727,False
case_027,3,adaptive_partition_l2,adaptive_partition,747470,11257856,0.34806629834254144,False
case_027,4,baseline_a_problem2_plan,problem2_plan,559196,3317760,0.0,True
case_027,4,direct_affinity,direct_affinity,559196,4091904,0.5021786492374728,False
case_027,4,private_cache_affinity,private_cache_affinity,559196,4489216,0.5348011363636364,False
case_027,4,l2_scatter_0,l2_scatter,559196,3317760,0.5107142857142857,False
case_027,4,adaptive_partition_l2,adaptive_partition,559196,9117696,0.0814516129032258,False
case_027,5,baseline_a_problem2_plan,problem2_plan,453694,11204608,0.28824214202561116,True
case_027,5,direct_affinity,direct_affinity,453694,13127680,0.39984680199157413,False
case_027,5,l2_scatter_0,l2_scatter,450598,11196416,0.2787229084129573,True
case_027,5,l2_scatter_1,l2_scatter,450393,11214848,0.28906976744186047,True
case_027,5,fifo_reuse_reorder,reuse_window_reorder,453694,11204608,0.2707799767171129,False
case_027,5,adaptive_partition_l2,adaptive_partition,453897,12748800,0.28115216030056356,False
case_028,1,baseline_a_problem2_plan,problem2_plan,43836040,277412256,0.0,True
case_028,2,baseline_a_problem2_plan,problem2_plan,20996827,203536512,0.8065582434733257,True
case_028,3,baseline_a_problem2_plan,problem2_plan,14736544,257422848,0.3109611683740383,True
case_028,4,baseline_a_problem2_plan,problem2_plan,10364274,173640576,0.9085173381359951,True
case_028,5,baseline_a_problem2_plan,problem2_plan,8374114,176191488,0.8918166195242967,True
case_029,1,baseline_a_problem2_plan,problem2_plan,37555,0,0.0,True
case_029,2,baseline_a_problem2_plan,problem2_plan,19740,0,0.0,True
case_029,2,adaptive_partition_l2,adaptive_partition,19740,0,0.0,False
case_029,3,baseline_a_problem2_plan,problem2_plan,12743,0,0.0,True
case_029,3,adaptive_partition_l2,adaptive_partition,12743,0,0.0,False
case_029,4,baseline_a_problem2_plan,problem2_plan,10206,92280,0.26304973284011507,True
case_029,4,private_cache_affinity,private_cache_affinity,10206,92280,0.26304973284011507,False
case_029,4,l2_scatter_0,l2_scatter,10478,92280,0.26304973284011507,False
case_029,4,l2_scatter_1,l2_scatter,11028,86128,0.24989831611486213,False
case_029,5,baseline_a_problem2_plan,problem2_plan,9383,0,0.0,True
case_029,5,adaptive_partition_l2,adaptive_partition,8842,166104,0.3911272068809416,True
case_030,1,baseline_a_problem2_plan,problem2_plan,2807891,5519360,0.259867995341012,True
case_030,2,baseline_a_problem2_plan,problem2_plan,1398912,6877184,0.4152214735446813,True
case_030,3,baseline_a_problem2_plan,problem2_plan,932283,8949248,0.5214192208730195,True
case_030,4,baseline_a_problem2_plan,problem2_plan,698674,7811072,0.529453085800301,True
case_030,5,baseline_a_problem2_plan,problem2_plan,560766,10660864,0.5520081581424537,True
case_031,1,baseline_a_problem2_plan,problem2_plan,1414159,3491328,0.26059362793218216,True
case_031,2,baseline_a_problem2_plan,problem2_plan,704742,6042982,0.2676885329373709,True
case_031,2,direct_affinity,direct_affinity,704615,6050214,0.2674280866136439,True
case_031,2,l2_scatter_0,l2_scatter,709553,6033254,0.2670140529529545,False
case_031,2,l2_scatter_1,l2_scatter,707848,6057830,0.26494925519319307,False
case_031,2,adaptive_partition_l2,adaptive_partition,709553,6033254,0.2670140529529545,False
case_031,3,baseline_a_problem2_plan,problem2_plan,468744,9956524,0.2964056550723924,True
case_031,3,direct_affinity,direct_affinity,469290,8793418,0.22010578916720877,False
case_031,3,private_cache_affinity,private_cache_affinity,472588,7966730,0.20694871811996154,False
case_031,3,l2_scatter_0,l2_scatter,482975,9956524,0.285500167561908,False
case_031,3,l2_scatter_1,l2_scatter,484679,9959596,0.28775846731837496,False
case_031,3,adaptive_partition_l2,adaptive_partition,474870,7751692,0.22906543919123715,False
case_031,4,baseline_a_problem2_plan,problem2_plan,351511,13432720,0.38048673942156325,True
case_031,4,direct_affinity,direct_affinity,354287,12895218,0.4118949948514024,False
case_031,4,private_cache_affinity,private_cache_affinity,355473,12375824,0.36475635304880694,False
case_031,4,l2_scatter_0,l2_scatter,356109,13432720,0.38473951879361595,False
case_031,4,l2_scatter_1,l2_scatter,356109,13432720,0.39020120740531666,False
case_031,4,fifo_reuse_reorder,reuse_window_reorder,356109,13432720,0.38473951879361595,False
case_031,4,adaptive_partition_l2,adaptive_partition,355473,13175568,0.3832889399122514,False
case_031,5,baseline_a_problem2_plan,problem2_plan,286691,7924224,0.4921438664229773,True
case_031,5,direct_affinity,direct_affinity,312741,6789120,0.6497320017740257,False
case_031,5,private_cache_affinity,private_cache_affinity,319170,6045696,0.6569114257234905,False
case_031,5,l2_scatter_0,l2_scatter,290637,6580224,0.653651025596677,False
case_031,5,l2_scatter_1,l2_scatter,302510,6758400,0.6437198235087586,False
case_031,5,fifo_reuse_reorder,reuse_window_reorder,290637,6621696,0.6552820661428425,False
case_031,5,adaptive_partition_l2,adaptive_partition,288194,15137494,0.5156827903258951,False
case_032,1,baseline_a_problem2_plan,problem2_plan,41443,0,0.0,True
case_032,2,baseline_a_problem2_plan,problem2_plan,17551,71832,0.2044519415981855,True
case_032,2,direct_affinity,direct_affinity,19184,71828,0.20445310674576717,False
case_032,2,private_cache_affinity,private_cache_affinity,19184,71828,0.20445310674576717,False
case_032,2,l2_scatter_0,l2_scatter,20814,71832,0.2044519415981855,False
case_032,2,l2_scatter_1,l2_scatter,19606,71836,0.20445077646388374,False
case_032,2,fifo_reuse_reorder,reuse_window_reorder,20010,71832,0.2044519415981855,False
case_032,2,adaptive_partition_l2,adaptive_partition,19184,71828,0.20445310674576717,False
case_032,3,baseline_a_problem2_plan,problem2_plan,11925,12364,0.04239875410780809,True
case_032,3,direct_affinity,direct_affinity,12018,12436,0.042635206968688916,False
case_032,3,private_cache_affinity,private_cache_affinity,14212,49232,0.14989768076398363,False
case_032,3,l2_scatter_0,l2_scatter,12093,12364,0.04239875410780809,False
case_032,3,l2_scatter_1,l2_scatter,12018,16464,0.05566681099805153,False
case_032,3,adaptive_partition_l2,adaptive_partition,14291,145728,0.34268684262563676,False
case_032,4,baseline_a_problem2_plan,problem2_plan,10039,20564,0.061738857711017836,True
case_032,4,direct_affinity,direct_affinity,9786,20636,0.0619642011301395,True
case_032,4,private_cache_affinity,private_cache_affinity,9905,24736,0.04741282857932632,False
case_032,4,l2_scatter_0,l2_scatter,10228,26708,0.06719458049160068,False
case_032,4,l2_scatter_1,l2_scatter,12193,26716,0.08728119217163297,False
case_032,4,adaptive_partition_l2,adaptive_partition,11440,145824,0.33282804982534764,False
case_032,5,baseline_a_problem2_plan,problem2_plan,8645,143652,0.3201256582153316,True
case_032,5,direct_affinity,direct_affinity,9760,160060,0.3548379750871041,False
case_032,5,private_cache_affinity,private_cache_affinity,9663,127272,0.30281135567192974,False
case_032,5,l2_scatter_0,l2_scatter,9755,143652,0.3298244286004911,False
case_032,5,l2_scatter_1,l2_scatter,9621,145708,0.31858394579859034,False
case_032,5,adaptive_partition_l2,adaptive_partition,10820,195060,0.39353807078757397,False
case_033,1,baseline_a_problem2_plan,problem2_plan,1774080,4592640,0.09627692445862406,True
case_033,2,baseline_a_problem2_plan,problem2_plan,890312,6650400,0.1932413800138389,True
case_033,2,direct_affinity,direct_affinity,890312,6650400,0.1932413800138389,False
case_033,2,l2_scatter_0,l2_scatter,1263642,6095932,0.16637544601759627,False
case_033,2,adaptive_partition_l2,adaptive_partition,907335,12417328,0.07163095725420854,False
case_033,3,baseline_a_problem2_plan,problem2_plan,591086,13754720,0.1984968216649251,True
case_033,3,private_cache_affinity,private_cache_affinity,591618,13275976,0.18463054982868446,False
case_033,3,l2_scatter_0,l2_scatter,593728,13767008,0.19493576473453483,False
case_033,3,l2_scatter_1,l2_scatter,590881,13754464,0.19841729486807771,True
case_033,3,fifo_reuse_reorder,reuse_window_reorder,593728,13767008,0.19493576473453483,False
case_033,3,adaptive_partition_l2,adaptive_partition,592928,13668680,0.19560896168711195,False
case_033,4,baseline_a_problem2_plan,problem2_plan,440231,13313664,0.17060623082769835,True
case_033,4,direct_affinity,direct_affinity,441754,14675832,0.2616851975707837,False
case_033,4,l2_scatter_0,l2_scatter,441987,13297280,0.17310337349909163,False
case_033,4,l2_scatter_1,l2_scatter,441949,13324928,0.17226375684022976,False
case_033,4,fifo_reuse_reorder,reuse_window_reorder,441479,13301376,0.1724507403715341,False
case_033,4,adaptive_partition_l2,adaptive_partition,445675,14585472,0.2588785618444015,False
case_033,5,baseline_a_problem2_plan,problem2_plan,356663,7258756,0.477747089962538,True
case_033,5,direct_affinity,direct_affinity,370894,8034432,0.5504114783378146,False
case_033,5,private_cache_affinity,private_cache_affinity,368544,4980864,0.4360978580854736,False
case_033,5,l2_scatter_0,l2_scatter,368209,7765636,0.4098381093027244,False
case_033,5,l2_scatter_1,l2_scatter,371678,8046724,0.357589487555985,False
case_033,5,adaptive_partition_l2,adaptive_partition,370083,15927472,0.3263507449397872,False
case_034,1,baseline_a_problem2_plan,problem2_plan,842733,1079832,0.309046599146855,True
case_034,2,baseline_a_problem2_plan,problem2_plan,417538,1651200,0.41182096793230744,True
case_034,2,adaptive_partition_l2,adaptive_partition,441027,3596856,0.23938300436490126,False
case_034,3,baseline_a_problem2_plan,problem2_plan,278366,5531744,0.34325009402418355,True
case_034,3,direct_affinity,direct_affinity,281832,5900912,0.35469950576246245,False
case_034,3,l2_scatter_0,l2_scatter,281530,5573728,0.32595689491824015,False
case_034,3,l2_scatter_1,l2_scatter,280985,5556324,0.3161160457414251,False
case_034,3,fifo_reuse_reorder,reuse_window_reorder,280810,5564512,0.32062147978454614,False
case_034,3,adaptive_partition_l2,adaptive_partition,280874,5921392,0.3507669903736676,False
case_034,4,baseline_a_problem2_plan,problem2_plan,208686,6320776,0.33910474762786974,True
case_034,4,direct_affinity,direct_affinity,214021,6559376,0.34076385635743955,False
case_034,4,l2_scatter_0,l2_scatter,208738,6329992,0.32966918840137416,False
case_034,4,l2_scatter_1,l2_scatter,209043,6388368,0.32844518391009736,False
case_034,4,fifo_reuse_reorder,reuse_window_reorder,208738,6320776,0.33152461366340047,False
case_034,4,adaptive_partition_l2,adaptive_partition,209034,6666912,0.3893958146802198,False
case_034,5,baseline_a_problem2_plan,problem2_plan,173577,3350528,0.5626031877740426,True
case_034,5,direct_affinity,direct_affinity,173577,3350528,0.5626031877740426,False
case_034,5,adaptive_partition_l2,adaptive_partition,170261,7256776,0.3448670128312336,True
case_035,1,baseline_a_problem2_plan,problem2_plan,169571,0,0.0,True
case_035,2,baseline_a_problem2_plan,problem2_plan,92356,319022,0.15302877401707585,True
case_035,2,direct_affinity,direct_affinity,97892,389374,0.23729141835518475,False
case_035,2,private_cache_affinity,private_cache_affinity,114891,318574,0.1452016328055174,False
case_035,2,l2_scatter_0,l2_scatter,121573,319022,0.15302877401707585,False
case_035,2,adaptive_partition_l2,adaptive_partition,93310,409942,0.24032079807731666,False
case_035,3,baseline_a_problem2_plan,problem2_plan,62943,475492,0.2881176434990469,True
case_035,3,direct_affinity,direct_affinity,69349,637244,0.3779235629064113,False
case_035,3,private_cache_affinity,private_cache_affinity,67397,552816,0.31840905037327694,False
case_035,3,l2_scatter_0,l2_scatter,83280,475500,0.28318401500793583,False
case_035,3,fifo_reuse_reorder,reuse_window_reorder,75092,475492,0.28177719584418726,False
case_035,3,adaptive_partition_l2,adaptive_partition,67314,640072,0.33573474051527136,False
case_035,4,baseline_a_problem2_plan,problem2_plan,48316,663552,0.3385748978262157,True
case_035,4,direct_affinity,direct_affinity,53488,629662,0.3156714359971789,False
case_035,4,private_cache_affinity,private_cache_affinity,53942,762090,0.38788601295654423,False
case_035,4,l2_scatter_0,l2_scatter,63441,663552,0.3306900432387609,False
case_035,4,adaptive_partition_l2,adaptive_partition,50051,738142,0.39563510126033674,False
case_035,5,baseline_a_problem2_plan,problem2_plan,40706,710220,0.40851178764668683,True
case_035,5,direct_affinity,direct_affinity,42347,721560,0.4120432616911189,False
case_035,5,private_cache_affinity,private_cache_affinity,42153,709326,0.3756134059534081,False
case_035,5,l2_scatter_0,l2_scatter,46944,702036,0.40367562010024416,False
case_035,5,l2_scatter_1,l2_scatter,46944,644692,0.3632218557305987,False
case_035,5,fifo_reuse_reorder,reuse_window_reorder,46944,710220,0.4118495713583023,False
case_035,5,adaptive_partition_l2,adaptive_partition,42442,799318,0.43582037279121005,False
case_036,1,baseline_a_problem2_plan,problem2_plan,931510,0,0.0,True
case_036,2,baseline_a_problem2_plan,problem2_plan,466068,1152,0.0,True
case_036,2,l2_scatter_0,l2_scatter,931510,0,0.0,False
case_036,2,adaptive_partition_l2,adaptive_partition,466068,1152,0.0,False
case_036,3,baseline_a_problem2_plan,problem2_plan,311345,2304,0.0,True
case_036,3,l2_scatter_0,l2_scatter,620811,1152,0.0,False
case_036,3,adaptive_partition_l2,adaptive_partition,311345,2304,0.0,False
case_036,4,baseline_a_problem2_plan,problem2_plan,233584,3456,0.0,True
case_036,4,l2_scatter_0,l2_scatter,466088,2304,0.0,False
case_036,4,adaptive_partition_l2,adaptive_partition,233584,3456,0.0,False
case_036,5,baseline_a_problem2_plan,problem2_plan,187182,4608,0.0,True
case_036,5,l2_scatter_0,l2_scatter,373057,3456,0.0,False
case_036,5,adaptive_partition_l2,adaptive_partition,187182,4608,0.0,False
case_037,1,baseline_a_problem2_plan,problem2_plan,210001,0,0.0,True
case_037,2,baseline_a_problem2_plan,problem2_plan,105374,204800,0.0,True
