case,cores,candidate,operation,makespan,added_copy_bytes,cache_hit_rate,accepted
case_037,2,adaptive_partition_l2,adaptive_partition,105374,573440,0.06363636363636363,False
case_037,3,baseline_a_problem2_plan,problem2_plan,70894,1077248,0.2792207792207792,True
case_037,3,direct_affinity,direct_affinity,70894,1220608,0.41316526610644255,False
case_037,3,l2_scatter_0,l2_scatter,71873,1073152,0.2597402597402597,False
case_037,3,l2_scatter_1,l2_scatter,70894,1093632,0.28205128205128205,False
case_037,3,fifo_reuse_reorder,reuse_window_reorder,70894,1077248,0.2792207792207792,False
case_037,3,adaptive_partition_l2,adaptive_partition,70894,1220608,0.36134453781512604,False
case_037,4,baseline_a_problem2_plan,problem2_plan,53320,614400,0.0,True
case_037,4,l2_scatter_0,l2_scatter,57305,679936,0.3554421768707483,False
case_037,4,l2_scatter_1,l2_scatter,57305,761856,0.3926282051282051,False
case_037,4,adaptive_partition_l2,adaptive_partition,53320,1024000,0.2777777777777778,False
case_037,5,baseline_a_problem2_plan,problem2_plan,43013,1445888,0.42336683417085424,True
case_037,5,direct_affinity,direct_affinity,43013,2297856,0.5922570016474464,False
case_037,5,l2_scatter_0,l2_scatter,43964,1466368,0.4191542288557214,False
case_037,5,l2_scatter_1,l2_scatter,43785,1490944,0.4103194103194103,False
case_037,5,fifo_reuse_reorder,reuse_window_reorder,43013,1445888,0.42839195979899497,False
case_037,5,adaptive_partition_l2,adaptive_partition,43013,2297856,0.5222405271828665,False
case_038,1,baseline_a_problem2_plan,problem2_plan,1363312,5627904,0.1736168151396097,True
case_038,2,baseline_a_problem2_plan,problem2_plan,671734,4807680,0.2230392629188503,True
case_038,2,direct_affinity,direct_affinity,671749,4901888,0.21440802098088102,False
case_038,2,private_cache_affinity,private_cache_affinity,671914,4679680,0.20702058390191982,False
case_038,2,l2_scatter_0,l2_scatter,675949,4881408,0.21319061788537494,False
case_038,2,l2_scatter_1,l2_scatter,674443,4849152,0.21259670817260945,False
case_038,2,fifo_reuse_reorder,reuse_window_reorder,673683,4853760,0.21451966593255997,False
case_038,2,adaptive_partition_l2,adaptive_partition,675189,4889600,0.21591849603248017,False
case_038,3,baseline_a_problem2_plan,problem2_plan,446710,7970816,0.4444183322742147,True
case_038,3,private_cache_affinity,private_cache_affinity,447003,8067584,0.4045657998781677,False
case_038,3,l2_scatter_0,l2_scatter,451687,7937536,0.4401106008615801,False
case_038,3,l2_scatter_1,l2_scatter,455820,8015360,0.4452985479716872,False
case_038,3,fifo_reuse_reorder,reuse_window_reorder,450536,8003072,0.44439927170170734,False
case_038,3,adaptive_partition_l2,adaptive_partition,450536,8043008,0.4452771209605742,False
case_038,4,baseline_a_problem2_plan,problem2_plan,338262,9618944,0.4689169534754752,True
case_038,4,direct_affinity,direct_affinity,338262,9710080,0.4797521758348452,False
case_038,4,l2_scatter_0,l2_scatter,341953,9553408,0.4510118624058685,False
case_038,4,l2_scatter_1,l2_scatter,338641,9643520,0.45024178473027565,False
case_038,4,fifo_reuse_reorder,reuse_window_reorder,340136,9618944,0.4484984959195265,False
case_038,4,adaptive_partition_l2,adaptive_partition,340136,9728512,0.46157251719057885,False
case_038,5,baseline_a_problem2_plan,problem2_plan,272099,11258368,0.5336697263160187,True
case_038,5,direct_affinity,direct_affinity,272402,11963392,0.5375124974843383,False
case_038,5,l2_scatter_0,l2_scatter,272780,11225600,0.5244164303962433,False
case_038,5,l2_scatter_1,l2_scatter,272733,11156992,0.5197658722798386,False
case_038,5,fifo_reuse_reorder,reuse_window_reorder,274596,11258368,0.5225624964588048,False
case_038,5,adaptive_partition_l2,adaptive_partition,272985,11783680,0.5448553175877346,False
case_039,1,baseline_a_problem2_plan,problem2_plan,1435262,7929856,0.0,True
case_039,2,baseline_a_problem2_plan,problem2_plan,690740,4431872,0.35,True
case_039,2,direct_affinity,direct_affinity,700902,5521408,0.3586698337292161,False
case_039,2,private_cache_affinity,private_cache_affinity,694159,4333568,0.26519337016574585,False
case_039,2,l2_scatter_0,l2_scatter,701921,6905856,0.28337531486146095,False
case_039,2,adaptive_partition_l2,adaptive_partition,700926,5578752,0.3134469696969697,False
case_039,3,baseline_a_problem2_plan,problem2_plan,461085,12410880,0.4827586206896552,True
case_039,3,direct_affinity,direct_affinity,464411,8773632,0.4760921912624699,False
case_039,3,private_cache_affinity,private_cache_affinity,461028,5701632,0.26,True
case_039,3,l2_scatter_0,l2_scatter,462016,12476416,0.5197202797202797,False
case_039,3,fifo_reuse_reorder,reuse_window_reorder,462040,12484608,0.5145413870246085,False
case_039,3,adaptive_partition_l2,adaptive_partition,464411,8773632,0.48159614723082217,False
case_039,4,baseline_a_problem2_plan,problem2_plan,348018,9986048,0.47665687234737186,True
case_039,4,direct_affinity,direct_affinity,348084,11034624,0.5243055555555556,False
case_039,4,l2_scatter_0,l2_scatter,348979,9986048,0.46196539340515835,False
case_039,4,l2_scatter_1,l2_scatter,348979,10010624,0.4546936114732725,False
case_039,4,fifo_reuse_reorder,reuse_window_reorder,348433,9986048,0.4394384590270976,False
case_039,4,adaptive_partition_l2,adaptive_partition,349239,11034624,0.43894675925925924,False
case_039,5,baseline_a_problem2_plan,problem2_plan,279353,11583488,0.5594087549744173,True
case_039,5,direct_affinity,direct_affinity,280313,16121856,0.5179948586118251,False
case_039,5,l2_scatter_0,l2_scatter,280624,11583488,0.5025582717453099,False
case_039,5,adaptive_partition_l2,adaptive_partition,286918,16121856,0.4796486718080548,False
case_040,1,baseline_a_problem2_plan,problem2_plan,253454,0,0.0,True
case_040,2,baseline_a_problem2_plan,problem2_plan,132943,452754,0.13295368721463058,True
case_040,2,direct_affinity,direct_affinity,139986,698462,0.2548957981424766,False
case_040,2,private_cache_affinity,private_cache_affinity,141453,486966,0.18185439807014617,False
case_040,2,l2_scatter_0,l2_scatter,149677,485522,0.15240348640744636,False
case_040,2,l2_scatter_1,l2_scatter,149677,551058,0.19451440007884224,False
case_040,2,fifo_reuse_reorder,reuse_window_reorder,149611,452754,0.12965253533379315,False
case_040,2,adaptive_partition_l2,adaptive_partition,135351,599098,0.2524281794391768,False
case_040,3,baseline_a_problem2_plan,problem2_plan,90251,1265744,0.37079828189427655,True
case_040,3,direct_affinity,direct_affinity,95515,1049680,0.3071120459417562,False
case_040,3,private_cache_affinity,private_cache_affinity,97844,912688,0.3014644836535801,False
case_040,3,l2_scatter_0,l2_scatter,99072,1232980,0.40130170813199656,False
case_040,3,l2_scatter_1,l2_scatter,96888,1200208,0.3695373741189138,False
case_040,3,fifo_reuse_reorder,reuse_window_reorder,96840,1265744,0.3911908300613999,False
case_040,3,adaptive_partition_l2,adaptive_partition,94835,1018960,0.34461647190309486,False
case_040,4,baseline_a_problem2_plan,problem2_plan,70016,1405678,0.3882389590569574,True
case_040,4,direct_affinity,direct_affinity,72340,1215532,0.37671508262056935,False
case_040,4,private_cache_affinity,private_cache_affinity,71896,1438652,0.3700061250195858,False
case_040,4,l2_scatter_0,l2_scatter,77867,1405682,0.39889009753503835,False
case_040,4,l2_scatter_1,l2_scatter,77823,1422066,0.4038456893740867,False
case_040,4,fifo_reuse_reorder,reuse_window_reorder,77674,1405678,0.393402882421047,False
case_040,4,adaptive_partition_l2,adaptive_partition,71486,1387932,0.36438742295030924,False
case_040,5,baseline_a_problem2_plan,problem2_plan,57774,1897242,0.37243952285654364,True
case_040,5,direct_affinity,direct_affinity,61633,1433258,0.3644625139346371,False
case_040,5,private_cache_affinity,private_cache_affinity,61893,1599862,0.34037005871105264,False
case_040,5,l2_scatter_0,l2_scatter,60978,1880858,0.4074422414449108,False
case_040,5,l2_scatter_1,l2_scatter,62507,1831706,0.41059886060239775,False
case_040,5,fifo_reuse_reorder,reuse_window_reorder,60978,1897242,0.4115638258760918,False
case_040,5,adaptive_partition_l2,adaptive_partition,62205,1635768,0.3561677957930767,False
case_041,1,baseline_a_problem2_plan,problem2_plan,6001575,30898176,0.10163681549404405,True
case_041,2,baseline_a_problem2_plan,problem2_plan,2965687,49489160,0.10017098607674177,True
case_041,3,baseline_a_problem2_plan,problem2_plan,1992248,56698112,0.2508812638854604,True
case_041,4,baseline_a_problem2_plan,problem2_plan,1503434,46354704,0.20434002212986357,True
case_041,5,baseline_a_problem2_plan,problem2_plan,1199720,38206464,0.23690205011389523,True
case_042,1,baseline_a_problem2_plan,problem2_plan,1675633,6629376,0.3186917583766532,True
case_042,2,baseline_a_problem2_plan,problem2_plan,854134,11024024,0.07283814831692287,True
case_042,2,direct_affinity,direct_affinity,861457,11112828,0.07851441240109235,False
case_042,2,private_cache_affinity,private_cache_affinity,859204,10968684,0.06695596325363186,False
case_042,2,l2_scatter_0,l2_scatter,860022,11007352,0.07604323498348352,False
case_042,2,l2_scatter_1,l2_scatter,857882,10974596,0.07241007479996822,False
case_042,2,fifo_reuse_reorder,reuse_window_reorder,860022,11007352,0.07604323498348352,False
case_042,2,adaptive_partition_l2,adaptive_partition,855586,10708608,0.09403218075737772,False
case_042,3,baseline_a_problem2_plan,problem2_plan,570958,8848680,0.3835850025167513,True
case_042,3,direct_affinity,direct_affinity,594167,8687908,0.41223521543149544,False
case_042,3,private_cache_affinity,private_cache_affinity,588068,8925480,0.43331088212691465,False
case_042,3,l2_scatter_0,l2_scatter,584471,8925480,0.43331088212691465,False
case_042,3,adaptive_partition_l2,adaptive_partition,568901,15920820,0.38631493042545906,True
case_042,4,baseline_a_problem2_plan,problem2_plan,434889,8569704,0.368700184710074,True
case_042,4,direct_affinity,direct_affinity,439075,8344132,0.3150207847690796,False
case_042,4,private_cache_affinity,private_cache_affinity,457477,8354380,0.36499807903407977,False
case_042,4,l2_scatter_0,l2_scatter,431543,8179560,0.3189939668512563,True
case_042,4,adaptive_partition_l2,adaptive_partition,446098,12316400,0.22565704420476232,False
case_042,5,baseline_a_problem2_plan,problem2_plan,342617,9994092,0.44331927557133616,True
case_042,5,direct_affinity,direct_affinity,350123,9544548,0.42800570299861973,False
case_042,5,private_cache_affinity,private_cache_affinity,380739,9938796,0.4461507001208215,False
case_042,5,l2_scatter_0,l2_scatter,357336,9917292,0.4127289700008308,False
case_042,5,l2_scatter_1,l2_scatter,539614,10454892,0.39680334772303716,False
case_042,5,adaptive_partition_l2,adaptive_partition,375348,19864872,0.492093622611665,False
case_043,1,baseline_a_problem2_plan,problem2_plan,677656,49160,0.03320740032104811,True
case_043,2,baseline_a_problem2_plan,problem2_plan,343112,1892732,0.35369259668144143,True
case_043,2,private_cache_affinity,private_cache_affinity,348521,1774876,0.3388894891274679,False
case_043,2,l2_scatter_0,l2_scatter,348952,1926012,0.3386274766446884,False
case_043,2,l2_scatter_1,l2_scatter,349966,1926012,0.32257189291187427,False
case_043,2,fifo_reuse_reorder,reuse_window_reorder,347760,1892732,0.35369259668144143,False
case_043,2,adaptive_partition_l2,adaptive_partition,350029,1748796,0.33607983272490444,False
case_043,3,baseline_a_problem2_plan,problem2_plan,231143,3228256,0.47689203934725255,True
case_043,3,direct_affinity,direct_affinity,234438,3165232,0.4803750656548832,False
case_043,3,private_cache_affinity,private_cache_affinity,233301,2979448,0.4673533461561129,False
case_043,3,l2_scatter_0,l2_scatter,254322,3228256,0.4652782304057357,False
case_043,3,l2_scatter_1,l2_scatter,256455,3215712,0.4632478946337642,False
case_043,3,fifo_reuse_reorder,reuse_window_reorder,255382,3228256,0.4634722810331911,False
case_043,3,adaptive_partition_l2,adaptive_partition,237291,3046926,0.465583720763514,False
case_043,4,baseline_a_problem2_plan,problem2_plan,175177,4040330,0.4719377182206484,True
case_043,4,direct_affinity,direct_affinity,176695,3717588,0.4817065547002566,False
case_043,4,private_cache_affinity,private_cache_affinity,181181,3906608,0.5129245836313384,False
case_043,4,l2_scatter_0,l2_scatter,200763,4065162,0.47668560731091086,False
case_043,4,l2_scatter_1,l2_scatter,200188,4032266,0.4777317507767331,False
case_043,4,fifo_reuse_reorder,reuse_window_reorder,199350,4040330,0.47617614926434887,False
case_043,4,adaptive_partition_l2,adaptive_partition,187985,4048086,0.49348130330296364,False
case_043,5,baseline_a_problem2_plan,problem2_plan,145155,4818418,0.5080446531510957,True
case_043,5,private_cache_affinity,private_cache_affinity,146628,4284882,0.4711105644316379,False
case_043,5,l2_scatter_0,l2_scatter,145897,4876274,0.5108811035223088,False
case_043,5,l2_scatter_1,l2_scatter,146889,4876530,0.5193816861737302,False
case_043,5,fifo_reuse_reorder,reuse_window_reorder,145683,4818418,0.5076721166939407,False
case_043,5,adaptive_partition_l2,adaptive_partition,144378,4991280,0.5144164986488701,True
case_044,1,baseline_a_problem2_plan,problem2_plan,107814,4438112,0.8199885718367201,True
case_044,2,baseline_a_problem2_plan,problem2_plan,58982,1017696,0.19243415590022916,True
case_044,2,private_cache_affinity,private_cache_affinity,57481,938336,0.25965614296856454,True
case_044,2,l2_scatter_1,l2_scatter,58919,1001824,0.19443054860763714,False
case_044,2,adaptive_partition_l2,adaptive_partition,67839,3019616,0.5606596956003981,False
case_044,3,baseline_a_problem2_plan,problem2_plan,65599,3738560,0.4643002546285115,True
case_044,3,direct_affinity,direct_affinity,69785,4389312,0.49418868198219434,False
case_044,3,l2_scatter_0,l2_scatter,60589,3960768,0.5018538641377721,True
case_044,3,fifo_reuse_reorder,reuse_window_reorder,60309,3738560,0.4643002546285115,True
case_044,3,adaptive_partition_l2,adaptive_partition,60398,3952576,0.4897012200346698,False
case_044,4,baseline_a_problem2_plan,problem2_plan,68411,4429344,0.3987961053287927,True
case_044,4,private_cache_affinity,private_cache_affinity,67225,4430368,0.39875785334036734,True
case_044,4,l2_scatter_0,l2_scatter,69826,4866848,0.4514788966434031,False
case_044,4,adaptive_partition_l2,adaptive_partition,66844,4886048,0.4506303915063039,True
case_044,5,baseline_a_problem2_plan,problem2_plan,81806,4948224,0.27871818276225824,True
case_044,5,direct_affinity,direct_affinity,87820,5362048,0.29004150013016644,False
case_044,5,l2_scatter_0,l2_scatter,81013,5162240,0.3501494000284571,True
case_044,5,l2_scatter_1,l2_scatter,81400,5111040,0.30293603987620965,False
case_044,5,fifo_reuse_reorder,reuse_window_reorder,78109,4948224,0.3316808683912789,True
case_044,5,adaptive_partition_l2,adaptive_partition,88873,5396864,0.28217279978823806,False
case_045,1,baseline_a_problem2_plan,problem2_plan,125614,0,0.0,True
case_045,2,baseline_a_problem2_plan,problem2_plan,63059,0,0.0,True
case_045,2,adaptive_partition_l2,adaptive_partition,63059,0,0.0,False
case_045,3,baseline_a_problem2_plan,problem2_plan,42601,0,0.0,True
case_045,3,direct_affinity,direct_affinity,42601,0,0.0,False
case_045,3,adaptive_partition_l2,adaptive_partition,42601,0,0.0,False
case_045,4,baseline_a_problem2_plan,problem2_plan,31878,0,0.0,True
case_045,4,adaptive_partition_l2,adaptive_partition,31878,0,0.0,False
case_045,5,baseline_a_problem2_plan,problem2_plan,26164,0,0.0,True
case_045,5,direct_affinity,direct_affinity,26164,0,0.0,False
case_045,5,adaptive_partition_l2,adaptive_partition,26164,0,0.0,False
case_046,1,baseline_a_problem2_plan,problem2_plan,244994,3176288,0.7530304668077024,True
case_046,2,baseline_a_problem2_plan,problem2_plan,120196,963168,0.0,True
case_046,3,baseline_a_problem2_plan,problem2_plan,83855,2133184,0.3386329373777117,True
case_046,3,direct_affinity,direct_affinity,83345,2022592,0.38073659328329756,True
case_046,3,private_cache_affinity,private_cache_affinity,80251,2022592,0.38579100445528913,True
case_046,3,l2_scatter_0,l2_scatter,81377,2130112,0.41890865523475357,False
case_046,3,l2_scatter_1,l2_scatter,80251,2123968,0.5180275204797344,False
case_046,3,adaptive_partition_l2,adaptive_partition,84360,2271424,0.4479929772492136,False
case_046,4,baseline_a_problem2_plan,problem2_plan,81580,2791200,0.0,True
case_046,5,baseline_a_problem2_plan,problem2_plan,98592,4143488,0.1229825630541194,True
case_046,5,direct_affinity,direct_affinity,100787,4198784,0.11518669412896519,False
case_046,5,adaptive_partition_l2,adaptive_partition,100894,4261248,0.11100060954091945,False
case_047,1,baseline_a_problem2_plan,problem2_plan,326508,0,0.0,True
case_047,2,baseline_a_problem2_plan,problem2_plan,172114,716358,0.18029239375097503,True
case_047,3,baseline_a_problem2_plan,problem2_plan,122956,1046218,0.32474996776088605,True
case_047,4,baseline_a_problem2_plan,problem2_plan,105305,1591442,0.34949282956575567,True
case_047,5,baseline_a_problem2_plan,problem2_plan,94534,1914264,0.5569561348365976,True
case_048,1,baseline_a_problem2_plan,problem2_plan,222220,0,0.0,True
case_048,2,baseline_a_problem2_plan,problem2_plan,128562,501446,0.2001612561692701,True
case_048,2,direct_affinity,direct_affinity,128891,484804,0.20019660051821034,False
case_048,2,l2_scatter_0,l2_scatter,131981,488966,0.1980056039062199,False
case_048,2,adaptive_partition_l2,adaptive_partition,128891,484804,0.20019660051821034,False
case_048,3,baseline_a_problem2_plan,problem2_plan,97853,488236,0.0674359770250708,True
case_048,3,direct_affinity,direct_affinity,98214,503594,0.06264134736658983,False
case_048,3,l2_scatter_0,l2_scatter,106677,494636,0.15609989206647387,False
case_048,3,fifo_reuse_reorder,reuse_window_reorder,97862,488236,0.06752387728025623,False
case_048,3,adaptive_partition_l2,adaptive_partition,101196,503722,0.06298650894301833,False
case_048,4,baseline_a_problem2_plan,problem2_plan,97927,495154,0.07140592023969644,True
case_048,4,direct_affinity,direct_affinity,97939,510514,0.06512352692919521,False
case_048,4,l2_scatter_0,l2_scatter,98301,503474,0.24993476062586306,False
case_048,4,l2_scatter_1,l2_scatter,103468,506866,0.24918666565451725,False
case_048,4,fifo_reuse_reorder,reuse_window_reorder,97927,495154,0.07140592023969644,False
case_048,5,baseline_a_problem2_plan,problem2_plan,98798,501904,0.21648766391201066,True
case_048,5,direct_affinity,direct_affinity,99562,536856,0.06339321548271179,False
case_048,5,l2_scatter_0,l2_scatter,99969,547352,0.22232927159918608,False
case_048,5,l2_scatter_1,l2_scatter,107503,533208,0.25728566882132226,False
case_048,5,adaptive_partition_l2,adaptive_partition,106879,650102,0.1567210915887113,False
case_049,1,baseline_a_problem2_plan,problem2_plan,196276,0,0.0,True
case_049,2,baseline_a_problem2_plan,problem2_plan,100791,204974,0.099246427799435,True
case_049,2,direct_affinity,direct_affinity,101005,276726,0.08108215084406974,False
case_049,2,private_cache_affinity,private_cache_affinity,103535,281510,0.052313207124453906,False
case_049,2,l2_scatter_0,l2_scatter,105130,219566,0.10366466407848411,False
case_049,2,l2_scatter_1,l2_scatter,110487,223790,0.10287924119474519,False
case_049,2,fifo_reuse_reorder,reuse_window_reorder,104849,204974,0.09161380729123964,False
case_049,2,adaptive_partition_l2,adaptive_partition,102564,299814,0.07025950905761268,False
case_049,3,baseline_a_problem2_plan,problem2_plan,69280,399188,0.25941355034554026,True
case_049,3,direct_affinity,direct_affinity,71050,423508,0.25077550850456976,False
case_049,3,private_cache_affinity,private_cache_affinity,71412,434716,0.23728796123895443,False
case_049,3,l2_scatter_0,l2_scatter,82290,399124,0.19742706426956616,False
case_049,3,fifo_reuse_reorder,reuse_window_reorder,82179,399188,0.19603220736721996,False
case_049,3,adaptive_partition_l2,adaptive_partition,69747,670740,0.22177627564192837,False
case_049,4,baseline_a_problem2_plan,problem2_plan,52311,563394,0.3548833455048622,True
case_049,4,direct_affinity,direct_affinity,53405,562392,0.3717277035016701,False
case_049,4,private_cache_affinity,private_cache_affinity,54132,555416,0.3528073693989356,False
case_049,4,l2_scatter_0,l2_scatter,56102,584258,0.3592823108124445,False
case_049,4,l2_scatter_1,l2_scatter,56448,579906,0.36413546460742147,False
case_049,4,fifo_reuse_reorder,reuse_window_reorder,56015,563394,0.3647913970779789,False
case_049,4,adaptive_partition_l2,adaptive_partition,55362,1093250,0.25294215967535544,False
case_049,5,baseline_a_problem2_plan,problem2_plan,44776,745118,0.4163761394530625,True
case_049,5,direct_affinity,direct_affinity,51026,760160,0.4297412553569049,False
case_049,5,private_cache_affinity,private_cache_affinity,49690,750688,0.40980557186202604,False
case_049,5,l2_scatter_0,l2_scatter,56362,729054,0.43124283383910905,False
case_049,5,fifo_reuse_reorder,reuse_window_reorder,55861,745118,0.4310499848961387,False
case_049,5,adaptive_partition_l2,adaptive_partition,48828,1473238,0.28370548806486034,False
case_050,1,baseline_a_problem2_plan,problem2_plan,149690,0,0.0,True
case_050,2,baseline_a_problem2_plan,problem2_plan,76607,316766,0.21830768026422226,True
case_050,2,direct_affinity,direct_affinity,78760,299270,0.2508942258559019,False
case_050,2,private_cache_affinity,private_cache_affinity,79226,265470,0.21596609139379683,False
case_050,2,l2_scatter_0,l2_scatter,81025,316766,0.21639534927066753,False
case_050,2,l2_scatter_1,l2_scatter,82389,324958,0.22818013254759414,False
case_050,2,adaptive_partition_l2,adaptive_partition,80118,281534,0.21791370835608956,False
case_050,3,baseline_a_problem2_plan,problem2_plan,51616,447188,0.3337710034062149,True
case_050,3,direct_affinity,direct_affinity,53864,497124,0.3766047789036633,False
case_050,3,private_cache_affinity,private_cache_affinity,53496,421676,0.2871006834075016,False
case_050,3,l2_scatter_0,l2_scatter,60256,447188,0.31245520224797496,False
case_050,3,l2_scatter_1,l2_scatter,63866,455380,0.3212722525219003,False
case_050,3,adaptive_partition_l2,adaptive_partition,54680,457940,0.33462795508089566,False
case_050,4,baseline_a_problem2_plan,problem2_plan,40549,732042,0.38838909227701546,True
case_050,4,direct_affinity,direct_affinity,42416,566448,0.35047395425689193,False
case_050,4,private_cache_affinity,private_cache_affinity,41965,693210,0.34446092139452333,False
case_050,4,l2_scatter_0,l2_scatter,45109,732042,0.40011211616808573,False
case_050,4,adaptive_partition_l2,adaptive_partition,42000,654874,0.36692390977603623,False
case_050,5,baseline_a_problem2_plan,problem2_plan,33022,704646,0.40325471160061344,True
case_050,5,direct_affinity,direct_affinity,36343,724894,0.40959920605785954,False
case_050,5,private_cache_affinity,private_cache_affinity,36729,689190,0.43297256955676744,False
case_050,5,l2_scatter_0,l2_scatter,39892,704646,0.3961546748456927,False
case_050,5,adaptive_partition_l2,adaptive_partition,36322,879212,0.3959473530853378,False
case_051,1,baseline_a_problem2_plan,problem2_plan,607628,0,0.0,True
case_051,2,baseline_a_problem2_plan,problem2_plan,366212,393864,0.4997940911794762,True
case_051,2,direct_affinity,direct_affinity,367788,393896,0.4997839272368615,False
case_051,2,l2_scatter_0,l2_scatter,363318,393872,0.4997915501550663,True
case_051,2,l2_scatter_1,l2_scatter,371702,393888,0.4997864681837594,False
case_051,2,fifo_reuse_reorder,reuse_window_reorder,366212,393864,0.4997940911794762,False
case_051,2,adaptive_partition_l2,adaptive_partition,368356,393880,0.4997890091564942,False
case_051,3,baseline_a_problem2_plan,problem2_plan,301113,393992,0.4998119010701304,True
case_051,3,direct_affinity,direct_affinity,314194,754420,0.6569664364946681,False
case_051,3,private_cache_affinity,private_cache_affinity,314194,754420,0.6569664364946681,False
case_051,3,l2_scatter_0,l2_scatter,297321,394000,0.49980936016186595,True
case_051,3,l2_scatter_1,l2_scatter,304510,426776,0.5198048794772059,False
case_051,3,adaptive_partition_l2,adaptive_partition,314457,754420,0.6569664364946681,False
case_051,4,baseline_a_problem2_plan,problem2_plan,262999,525320,0.5712075989629856,True
case_051,4,direct_affinity,direct_affinity,271331,1115144,0.7389385108804359,False
case_051,4,private_cache_affinity,private_cache_affinity,270937,1115144,0.7389385108804359,False
case_051,4,l2_scatter_0,l2_scatter,258807,590864,0.5997763227459433,True
case_051,4,l2_scatter_1,l2_scatter,261169,590876,0.5997726639595106,False
case_051,4,adaptive_partition_l2,adaptive_partition,271594,1115144,0.7389385108804359,False
case_051,5,baseline_a_problem2_plan,problem2_plan,208027,328816,0.45437887406717453,True
case_051,5,direct_affinity,direct_affinity,225717,820312,0.675471486563581,False
case_051,5,private_cache_affinity,private_cache_affinity,225717,820312,0.675471486563581,False
case_051,5,l2_scatter_0,l2_scatter,206331,328820,0.4089589807419892,True
case_051,5,l2_scatter_1,l2_scatter,205152,361596,0.43463469090658385,True
case_051,5,adaptive_partition_l2,adaptive_partition,225851,820312,0.675471486563581,False
case_052,1,baseline_a_problem2_plan,problem2_plan,180301,0,0.0,True
case_052,2,baseline_a_problem2_plan,problem2_plan,85209,430632,0.09001209683296169,True
case_052,2,direct_affinity,direct_affinity,86672,430632,0.09001209683296169,False
case_052,2,l2_scatter_0,l2_scatter,85209,430632,0.09420955212569046,False
case_052,2,l2_scatter_1,l2_scatter,86625,439848,0.11889522648437613,False
case_052,3,baseline_a_problem2_plan,problem2_plan,58867,577600,0.12950551843133146,True
case_052,3,direct_affinity,direct_affinity,58857,596032,0.14244337002764168,True
case_052,3,l2_scatter_0,l2_scatter,58875,577600,0.12950551843133146,False
case_052,3,l2_scatter_1,l2_scatter,62043,586816,0.14725331860204396,False
case_052,3,fifo_reuse_reorder,reuse_window_reorder,58875,577600,0.12950551843133146,False
case_052,3,adaptive_partition_l2,adaptive_partition,62385,698432,0.174960431199652,False
case_052,4,baseline_a_problem2_plan,problem2_plan,44532,732232,0.16307252134023786,True
case_052,4,private_cache_affinity,private_cache_affinity,45421,660520,0.1062338887142408,False
case_052,4,l2_scatter_0,l2_scatter,44532,732232,0.15966754155730534,False
case_052,4,l2_scatter_1,l2_scatter,45948,723016,0.17463876432486297,False
case_052,4,adaptive_partition_l2,adaptive_partition,46384,924744,0.1956578803456196,False
case_052,5,baseline_a_problem2_plan,problem2_plan,37440,328704,0.22390906504336341,True
case_052,5,direct_affinity,direct_affinity,37440,328704,0.22390906504336341,False
case_052,5,adaptive_partition_l2,adaptive_partition,39702,947520,0.13851072360786937,False
case_053,1,baseline_a_problem2_plan,problem2_plan,1428109,5405536,0.6248708378144704,True
case_053,2,baseline_a_problem2_plan,problem2_plan,706748,3301878,0.2327534817580276,True
case_053,3,baseline_a_problem2_plan,problem2_plan,481790,5284428,0.2908759552372806,True
case_053,4,baseline_a_problem2_plan,problem2_plan,366396,7937666,0.37124916036488914,True
case_053,5,baseline_a_problem2_plan,problem2_plan,312207,9621590,0.2836476920553045,True
case_054,1,baseline_a_problem2_plan,problem2_plan,815051,0,0.0,True
case_054,2,baseline_a_problem2_plan,problem2_plan,417051,1585830,0.08416156830530627,True
case_054,3,baseline_a_problem2_plan,problem2_plan,279743,3301068,0.15327967324091768,True
case_054,4,baseline_a_problem2_plan,problem2_plan,216160,3843858,0.2189088144302868,True
case_054,5,baseline_a_problem2_plan,problem2_plan,173981,4629558,0.27637115276596574,True
case_055,1,baseline_a_problem2_plan,problem2_plan,118835,69632,0.10014324257468461,True
case_055,2,baseline_a_problem2_plan,problem2_plan,52976,203272,0.1022001419446416,True
case_055,2,direct_affinity,direct_affinity,52971,91656,0.11022558422261246,True
case_055,2,private_cache_affinity,private_cache_affinity,52528,122376,0.1078936929789766,True
case_055,2,l2_scatter_0,l2_scatter,54964,186888,0.0850740600075959,False
case_055,2,l2_scatter_1,l2_scatter,57968,207384,0.14638162910554725,False
case_055,2,fifo_reuse_reorder,reuse_window_reorder,53195,203272,0.1022001419446416,False
case_055,2,adaptive_partition_l2,adaptive_partition,55957,284260,0.2644442786845597,False
case_055,3,baseline_a_problem2_plan,problem2_plan,35752,377944,0.26949845014997204,True
case_055,3,direct_affinity,direct_affinity,36915,324700,0.30690629397673197,False
case_055,3,private_cache_affinity,private_cache_affinity,34987,286816,0.22086920667076007,True
case_055,3,l2_scatter_0,l2_scatter,38464,328280,0.22953622192261258,False
case_055,3,l2_scatter_1,l2_scatter,38116,266832,0.2072932707384542,False
case_055,3,fifo_reuse_reorder,reuse_window_reorder,35752,377944,0.2983732840946119,False
case_055,3,adaptive_partition_l2,adaptive_partition,37452,551100,0.39925222688963685,False
case_055,4,baseline_a_problem2_plan,problem2_plan,29075,645836,0.3406607556445529,True
case_055,4,direct_affinity,direct_affinity,29113,619212,0.4233017442337203,False
